ID,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil24,Mobil26
19650218,6,5,2,3,2,1,3,1,2,4,4,6,2,2,6,2,4
19650281,3,5,1,1,4,1,5,5,1,5,1,2,1,4,4,3,5
19650447,3,4,4,2,4,4,4,5,4,4,4,4,4,2,4,4,5
19650491,1,4,1,4,4,1,4,4,4,3,6,6,2,6,6,1,6
19650626,3,4,3,1,4,1,4,3,4,4,2,3,1,4,6,4,6
19650700,4,1,1,5,5,6,6,5,4,3,5,6,6,6,6,1,6
28000244,2,3,3,5,5,3,3,5,3,4,5,4,4,4,5,5,5
28000344,2,5,3,3,5,2,5,2,2,4,3,2,3,4,6,4,4
28000449,4,5,3,2,4,4,4,5,3,5,3,4,6,1,1,1,1
28000532,3,4,2,2,4,1,3,5,2,3,4,2,2,4,5,5,4
28000700,4,5,4,2,2,1,5,4,3,4,3,2,2,4,4,2,4
28000701,6,6,6,4,5,2,5,4,3,4,3,2,4,4,4,4,3
28240008,6,3,2,5,4,6,4,5,4,3,2,3,3,4,6,2,2
28240111,2,5,5,5,3,1,5,3,2,1,5,5,1,5,1,2,1
28240202,4,5,1,1,3,3,4,4,2,4,4,3,4,4,4,1,1
28240302,4,3,1,5,4,2,4,5,4,1,3,3,1,5,1,3,4
28240692,2,4,2,2,4,2,2,4,4,2,4,2,4,6,6,2,6
28240755,3,3,2,4,4,2,3,4,2,4,4,4,2,3,2,2,3
28240756,2,5,2,2,2,2,4,4,3,4,4,3,3,3,4,2,4
28240762,3,4,1,1,5,5,3,5,4,3,5,6,6,6,6,1,1
28240797,4,5,2,5,5,2,4,4,2,4,3,3,4,4,4,3,2
28240798,4,5,2,5,5,2,4,4,2,4,3,3,4,4,4,3,2
28240830,3,5,3,5,4,5,3,5,4,3,5,6,4,3,6,1,6
28240945,3,6,2,4,4,6,6,4,4,4,6,4,4,3,4,6,4
28240955,5,4,3,5,5,3,2,5,5,3,5,5,5,1,1,1,1
28240993,5,2,3,5,4,2,4,4,4,2,3,2,4,2,1,1,4
28240997,3,4,1,4,4,2,4,3,1,2,1,2,1,4,4,2,4
28241047,2,5,5,5,5,5,3,4,3,5,5,5,5,3,5,5,2
28241132,2,4,6,2,4,1,3,5,4,4,4,4,2,2,1,1,1
28420050,3,3,4,5,2,2,4,4,1,3,3,3,5,2,3,2,4
28420168,4,4,4,5,5,1,3,5,4,3,1,2,2,5,4,2,4
28630101,6,6,5,2,5,6,5,5,5,5,5,5,1,5,6,6,4
28640121,5,6,6,5,5,1,5,4,4,4,4,5,4,4,3,1,3
28640122,5,6,6,5,5,1,5,4,4,4,4,5,4,4,3,1,3
30330179,6,5,4,3,3,3,4,5,2,3,3,6,3,4,4,4,4
30330216,3,5,2,2,3,3,3,4,2,3,5,3,3,2,2,3,1
30330302,3,4,3,3,4,4,2,4,3,4,4,6,2,4,4,3,2
30330353,4,5,2,5,2,2,5,3,1,5,4,2,5,4,2,4,2
30330485,6,5,5,4,4,2,4,4,3,5,3,6,2,3,4,3,2
30330558,4,4,4,1,4,3,3,4,2,4,2,2,2,4,5,4,2
30330565,4,5,5,2,4,1,5,1,2,3,3,2,1,5,5,5,4
30330569,3,5,3,2,4,2,5,5,2,4,2,3,2,4,4,5,4
30330653,2,4,3,3,3,2,3,4,2,3,1,3,2,5,4,4,4
30330693,2,5,2,1,5,4,3,5,4,5,4,4,1,4,1,3,1
30330875,6,4,3,5,2,1,5,5,3,4,2,5,3,4,2,5,4
30330986,4,5,5,2,4,1,3,4,2,5,4,2,2,4,4,5,2
30331017,4,4,4,4,4,2,4,4,3,4,4,4,5,4,4,5,4
30331035,2,3,4,5,2,2,5,5,3,4,3,2,3,4,3,3,3
30332010,2,3,4,2,3,5,5,5,2,5,4,5,1,5,4,5,1
30860007,2,3,3,4,4,2,4,4,3,4,4,3,2,4,3,3,2
30860015,4,5,3,5,5,3,3,3,3,3,2,3,3,5,5,5,5
30860095,3,5,5,4,4,3,5,4,2,4,4,3,2,3,3,5,1
30860142,3,3,4,4,4,3,4,4,3,3,6,3,3,4,4,4,4
30860155,2,4,3,2,3,3,4,5,3,4,3,3,2,4,4,2,2
30860227,1,5,3,3,5,4,4,4,4,3,3,2,2,4,2,3,1
30860246,2,5,5,2,4,2,3,4,4,4,4,4,4,5,4,5,1
30860253,6,3,1,5,5,5,4,5,2,3,4,3,4,3,6,2,1
30860450,6,3,1,5,5,4,2,5,4,3,5,3,4,1,1,1,1
30860540,2,5,6,5,3,1,5,3,3,5,1,5,1,5,5,3,1
30860595,6,4,4,6,4,3,5,4,2,4,4,2,4,4,4,4,4
30860644,4,4,4,3,5,3,4,4,4,4,4,4,2,4,4,2,4
30860650,4,5,5,3,4,4,5,4,2,4,3,3,2,5,3,4,4
30860712,2,3,3,2,2,2,4,4,3,4,2,2,4,4,2,3,2
30860725,6,6,4,5,5,5,4,6,6,6,5,6,1,5,5,5,4
30860737,3,5,4,6,4,2,2,4,1,4,1,1,3,3,4,2,3
30860768,3,5,5,3,3,6,3,4,6,4,6,6,6,5,4,4,4
30860803,2,5,3,5,5,1,5,4,4,4,1,2,4,3,2,4,1
31320060,4,5,5,6,4,3,4,5,2,4,2,2,1,5,4,4,2
31320455,6,4,6,4,4,4,3,4,4,6,4,3,3,3,3,6,3
31320685,6,6,3,4,3,3,5,3,2,4,4,3,1,5,3,4,5
31320887,3,5,4,3,4,2,5,5,4,4,5,4,2,4,1,3,3
31321589,2,4,3,2,4,2,3,4,2,5,4,2,2,4,1,4,1
31321590,2,4,3,2,4,2,3,4,2,5,4,2,2,4,1,4,1
32710154,5,3,5,3,4,1,4,3,4,4,2,3,2,5,5,5,4
39010096,3,4,3,2,4,2,4,5,3,3,4,4,2,4,6,4,1
39020001,2,1,4,2,2,3,3,4,4,1,2,2,3,5,4,4,5
39110281,5,4,4,2,2,1,5,4,2,5,4,2,4,4,2,5,4
39110409,3,4,4,4,4,2,4,4,3,4,3,3,4,6,3,3,6
39110459,5,5,5,5,5,1,5,5,3,3,1,5,1,5,5,5,3
39110605,4,3,3,4,4,3,3,4,2,4,3,2,2,5,3,3,4
39110675,3,4,5,3,4,1,5,4,4,4,4,2,2,4,2,4,4
39110995,4,6,4,2,4,2,4,3,2,4,2,1,4,5,4,5,4
39111246,4,3,4,5,5,2,4,3,2,3,4,5,2,4,4,2,5
39111356,6,4,3,4,2,3,2,4,3,4,3,1,1,5,4,4,4
39120015,3,5,2,3,4,2,4,4,5,4,3,3,2,4,3,3,3
39120016,2,5,2,5,5,4,6,5,5,3,2,4,2,2,6,6,6
39120150,3,6,6,3,4,6,4,4,3,4,3,6,3,3,4,4,3
39120372,3,4,3,2,4,2,4,4,4,4,2,4,2,5,4,5,5
39120457,1,5,6,5,5,1,5,5,1,5,1,5,3,5,4,6,4
39120497,4,5,4,4,4,2,5,4,2,4,2,4,4,4,4,4,4
39120509,4,2,4,2,4,1,4,4,3,4,4,2,4,5,4,4,4
39120519,2,3,3,3,5,5,1,5,5,2,5,3,3,3,3,3,4
39120559,3,4,4,3,5,5,5,4,3,3,3,3,3,4,4,5,5
39120999,3,5,5,3,4,2,4,5,2,5,2,2,1,5,3,5,5
42270007,4,6,5,3,6,3,4,5,4,5,4,5,1,5,5,3,5
42270059,3,4,6,3,3,2,4,5,3,3,3,3,2,2,6,3,3
42270192,4,5,4,4,3,2,5,5,5,5,3,3,3,4,5,4,3
42270228,3,4,4,4,4,3,3,4,4,4,3,4,3,3,3,4,4
42270264,3,5,4,4,3,4,4,4,3,4,4,4,4,2,2,2,3
42270540,6,6,2,5,4,2,4,4,4,4,3,3,2,2,6,2,6
42270631,6,6,6,3,4,2,6,2,3,5,2,2,2,5,4,4,3
42270747,5,5,3,4,3,2,6,4,3,3,2,4,3,4,5,1,2
42270851,4,5,4,2,4,2,4,5,4,5,2,4,3,2,4,5,4
42270907,2,4,1,1,1,2,2,5,3,3,5,3,2,4,6,2,6
42270995,4,5,4,2,4,1,5,5,3,5,3,3,2,4,4,5,4
42271066,2,4,4,3,4,3,4,4,4,3,4,4,3,2,2,2,3
42271140,5,4,4,4,4,6,3,5,2,6,6,4,6,5,5,5,5
42271271,3,4,4,4,4,3,4,4,3,4,4,5,5,1,1,3,3
42271337,4,4,4,6,4,3,4,4,3,4,3,6,3,5,4,3,3
42271395,2,4,4,4,2,2,4,4,2,5,5,4,2,5,5,4,3
42280033,3,5,4,4,4,2,5,5,4,4,2,2,2,5,4,4,4
42280034,3,5,4,4,4,2,5,5,4,4,2,2,2,5,4,4,4
42280110,3,4,1,3,5,1,5,6,2,4,3,1,1,5,3,5,1
42340223,4,5,4,5,5,3,5,5,3,5,4,4,3,2,1,4,5
42340373,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6
42340423,4,5,4,2,4,1,5,4,4,4,3,4,3,4,4,5,4
44630160,4,4,4,3,4,1,5,5,4,5,2,4,1,5,4,4,3
44630329,4,4,3,4,4,5,4,5,4,3,4,3,3,4,6,2,1
44630393,3,4,3,2,4,2,4,5,4,4,4,4,2,2,2,3,3
44630394,3,4,3,2,4,2,4,5,4,4,4,4,2,2,2,3,3
44630465,1,5,1,5,5,1,2,5,5,5,5,5,1,5,1,5,2
44630507,6,4,3,4,4,3,4,4,2,4,4,2,4,1,6,4,1
44640316,2,4,4,4,3,4,3,6,4,4,4,4,2,4,4,2,4
44640437,4,6,5,2,5,1,5,6,1,5,2,4,2,5,5,5,5
44640456,5,6,6,6,5,2,5,1,1,6,4,4,2,5,5,4,2
44640542,4,2,4,5,4,3,3,1,1,3,2,3,3,2,3,4,3
44640655,4,3,3,2,5,3,4,4,3,4,2,5,1,4,5,3,1
44670208,4,3,3,2,4,2,4,3,3,3,3,4,2,5,4,5,5
44670291,2,4,1,2,5,2,4,5,4,3,3,3,2,4,6,4,6
44690160,4,5,5,4,4,2,4,5,3,4,2,4,2,4,4,4,3
44690187,2,3,2,3,5,4,3,5,4,2,4,4,4,2,1,1,3
44690188,1,4,1,2,5,1,3,5,2,4,3,4,4,2,3,2,1
44690303,5,3,5,6,5,2,4,4,3,4,5,5,2,4,4,4,4
44690328,3,5,4,6,5,4,4,4,4,4,4,5,4,3,3,4,4
47120376,5,5,3,2,4,2,3,4,4,4,2,2,4,4,5,4,2
47120549,2,4,4,4,3,1,4,4,2,4,3,4,2,4,4,5,3
47120587,4,5,4,4,4,2,4,4,2,4,2,4,2,4,4,3,4
47120603,3,4,3,5,5,4,4,5,3,4,3,4,3,3,1,3,2
47120604,3,4,3,5,5,4,4,5,3,4,3,4,3,3,1,3,2
47120643,3,3,3,4,4,2,5,4,3,4,3,2,2,4,2,2,4
47120665,6,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3
47120775,2,5,3,4,4,1,4,5,4,4,3,5,3,3,1,3,1
47120849,5,3,3,5,4,2,4,3,2,4,4,3,2,4,3,3,1
47121116,3,5,4,4,4,3,3,3,3,3,2,2,3,3,3,4,4
47130065,4,5,5,2,4,2,4,4,2,4,2,4,2,4,3,3,4
47130066,2,2,3,4,5,3,4,5,3,4,4,3,2,5,5,5,5
47130332,4,5,4,6,6,3,6,5,5,6,6,5,3,4,3,4,5
47130345,1,5,2,4,4,2,4,4,2,5,5,4,1,4,4,3,3
47130387,5,5,1,5,5,2,5,5,4,4,4,1,4,5,2,2,2
47130471,1,5,2,2,5,5,2,5,1,2,5,6,4,2,6,5,1
47130611,6,3,4,4,4,1,5,4,4,3,1,4,2,4,2,2,4
47130729,4,6,6,2,5,3,5,4,6,6,3,3,3,4,4,4,5
47130823,6,3,4,6,4,2,4,5,4,4,4,4,6,4,6,2,6
50260039,4,3,3,4,4,1,4,6,3,6,2,2,4,4,5,4,5
50270288,4,5,3,5,5,1,3,5,3,4,5,4,1,5,4,5,5
50270415,4,5,4,2,3,2,2,4,3,4,4,4,2,4,6,5,4
50270436,4,5,2,1,4,1,4,4,2,3,3,4,2,4,5,4,3
50270475,1,1,5,2,2,1,5,3,1,5,4,1,3,3,2,4,2
50270477,4,6,2,2,5,1,5,6,6,6,2,2,2,5,5,5,1
50270533,1,5,2,5,4,3,4,5,2,4,4,4,2,2,1,3,4
50270611,4,3,2,3,5,4,3,5,3,3,3,5,1,6,6,6,1
50270775,6,6,6,5,5,6,6,5,5,4,6,6,6,6,6,6,6
50760116,2,4,4,5,5,4,5,5,5,5,4,5,5,3,1,3,4
50760209,3,5,3,3,5,1,3,5,4,4,4,3,1,4,3,4,4
50760210,3,5,3,3,5,1,3,5,4,4,4,3,1,4,3,4,4
50760299,5,5,5,5,4,1,4,5,2,3,1,1,5,5,1,5,1
50760334,6,6,6,6,5,3,5,5,3,3,5,6,2,3,1,1,6
50760394,4,3,3,3,4,3,4,4,4,4,3,3,3,3,4,4,4
50760447,4,6,5,2,4,2,4,6,1,6,4,4,3,4,4,6,1
50780010,3,4,3,4,4,3,3,4,5,4,3,3,3,4,4,4,5
50780055,6,3,6,5,4,3,3,5,4,4,3,3,3,3,6,3,6
50780056,6,3,2,3,4,4,3,4,3,3,4,4,3,3,3,3,6
50780314,6,4,3,5,4,3,3,5,2,3,4,6,4,3,6,6,6
50780405,5,5,4,2,4,1,4,3,3,3,2,3,4,3,4,5,4
52720109,3,4,4,4,3,2,4,4,3,5,4,5,4,5,2,4,4
52720141,2,5,4,4,3,4,4,5,4,5,5,4,4,5,5,3,5
52720183,3,4,1,3,4,3,4,5,3,3,3,3,3,3,1,3,2
52720432,4,4,3,4,5,1,5,5,3,5,5,4,2,4,3,4,4
52720563,2,5,3,2,2,3,4,5,4,4,2,4,4,2,2,3,4
52730081,2,5,3,5,5,4,6,5,3,3,4,3,2,6,6,2,2
53060149,4,2,2,4,3,3,3,6,6,6,4,4,3,4,4,4,3
53060305,5,3,4,4,4,2,3,4,3,3,2,3,2,4,4,4,4
53060658,3,5,2,2,5,2,4,5,3,4,5,4,3,4,4,3,5
53060716,2,4,2,5,4,1,4,1,1,5,2,4,2,4,4,5,3
54200058,4,5,2,2,5,2,4,5,4,4,4,5,3,4,4,3,1
54200327,4,4,4,4,4,3,3,5,4,4,2,4,4,3,2,2,6
54200489,6,4,3,3,4,2,4,4,2,3,4,2,2,3,2,3,2
54200622,5,6,4,5,5,3,5,4,2,5,3,5,4,4,4,5,4
54200661,3,4,4,4,4,3,5,5,4,4,5,3,1,5,5,5,4
54200662,3,4,2,2,4,2,5,5,4,1,4,4,3,4,2,2,5
54200781,2,5,3,4,4,5,2,3,2,4,3,4,4,5,4,4,1
54200782,4,4,2,4,2,4,5,4,3,4,3,4,5,4,4,4,2
54200875,6,4,6,6,4,6,4,4,4,3,4,6,6,6,6,6,6
54200981,5,4,2,4,2,2,2,5,2,4,5,4,1,5,5,4,4
54201201,4,3,2,5,4,3,2,5,3,5,2,3,2,4,3,3,3
54260043,6,2,4,3,3,2,3,5,4,4,4,4,2,4,2,2,4
54260044,6,3,6,5,5,6,6,5,3,5,5,5,3,3,6,2,6
54260060,3,5,3,4,4,3,3,3,3,4,4,2,2,4,2,2,2
54260076,4,5,3,4,4,5,3,5,3,3,4,5,3,4,2,4,1
54260172,6,4,4,4,4,4,4,5,4,5,5,4,3,6,2,2,3
54260211,4,3,2,5,5,1,3,5,3,4,4,4,2,2,6,2,6
54260229,3,5,2,2,4,4,5,3,2,5,3,5,3,4,4,4,1
54260241,3,4,4,4,4,2,4,1,3,6,2,2,2,5,4,5,5
54260331,1,5,4,2,5,1,5,5,3,5,5,2,1,5,2,4,1
54260349,4,5,4,3,4,3,4,4,3,4,3,2,2,4,4,5,5
54260410,4,5,6,5,5,3,5,5,3,5,5,6,2,4,5,2,1
54260695,3,5,4,2,4,4,5,5,2,5,3,4,2,4,4,4,1
54260731,3,5,4,4,4,4,3,6,6,6,3,2,2,4,4,5,4
54260732,3,5,4,4,4,4,3,6,6,6,3,2,2,4,4,5,4
54260792,6,4,6,3,4,6,4,4,4,4,2,4,6,6,6,6,6
54260870,3,5,5,2,4,2,5,4,2,5,3,2,1,5,5,5,4
54260889,3,2,2,2,4,1,3,5,2,3,4,4,3,2,2,4,1
54261190,3,4,4,5,5,4,4,5,5,4,5,2,2,4,1,2,1
54261364,5,5,1,1,1,1,5,5,3,5,1,1,3,5,2,3,4
54261491,3,5,3,2,4,1,4,4,3,4,3,2,2,4,3,4,4
54261519,6,4,4,4,4,3,6,4,3,3,6,6,3,4,6,2,6
54261567,1,4,1,4,5,2,4,5,4,5,4,4,4,2,2,2,2
54261626,5,5,4,3,4,2,5,3,1,5,4,2,5,3,3,5,5
54420061,6,4,2,4,4,3,4,4,1,4,4,3,3,4,2,4,4
54420062,6,4,2,4,3,3,3,4,2,4,4,2,3,4,1,4,4
54420085,5,5,5,1,2,3,4,2,2,4,3,4,2,4,4,2,2
54420119,5,3,5,4,5,2,5,3,2,3,1,2,2,5,5,5,5
54420120,4,5,5,1,2,1,5,4,2,5,2,1,1,5,5,5,5
54420163,3,5,5,1,3,1,5,5,2,5,3,3,1,5,3,2,4
54420437,4,3,4,5,5,2,2,5,2,4,4,2,2,1,4,4,3
54420441,6,3,6,2,4,3,4,4,3,4,4,4,2,3,6,3,6
54420839,3,3,3,4,2,2,5,4,3,4,4,4,3,4,3,3,2
54420907,4,5,3,4,4,3,4,4,3,3,5,2,3,4,3,5,3
54420972,3,5,4,3,4,3,4,4,3,4,4,4,3,3,4,4,3
54421043,3,5,3,2,4,1,5,6,2,5,4,3,1,5,4,5,3
54421189,6,5,4,4,4,3,4,5,3,4,2,3,2,2,2,3,1
54421201,2,4,4,2,4,2,4,4,2,4,3,2,2,4,4,4,2
54421282,4,5,6,3,5,1,3,6,6,5,4,2,3,5,5,5,1
54421439,3,4,3,1,4,3,6,4,3,4,3,4,4,4,5,3,1
54421440,3,4,4,4,2,3,4,5,3,4,3,4,3,3,4,2,2
54440148,6,5,4,5,5,1,4,5,5,4,6,6,4,6,6,4,3
54440188,3,3,6,5,5,3,1,5,4,3,5,5,2,4,6,1,1
54440341,6,4,3,3,4,3,4,5,4,4,5,6,3,2,1,4,2
54440426,3,5,1,5,4,1,4,4,1,5,5,5,1,5,5,2,2
54440474,3,6,4,4,4,5,2,5,4,3,4,5,3,6,6,4,4
54440475,3,6,4,4,4,5,2,5,4,3,4,5,3,6,6,4,4
54440509,4,5,3,4,5,2,4,5,4,2,2,4,3,3,3,3,1
54440528,3,3,6,3,5,1,1,5,5,3,5,5,3,2,6,6,6
54440529,3,3,6,3,5,1,1,5,5,3,5,5,3,2,6,6,6
54440574,5,4,5,1,5,1,4,4,2,4,1,2,1,5,5,5,5
54440592,3,4,3,2,5,2,4,4,3,3,3,2,2,3,1,3,3
54440922,3,5,2,2,5,2,3,5,2,4,5,4,3,3,1,2,1
54440983,3,4,6,5,5,5,1,5,5,1,1,3,4,1,4,4,4
54441126,1,5,4,4,4,1,4,4,2,5,3,4,3,5,4,5,4
54441127,3,3,3,4,3,2,4,2,1,2,3,4,5,2,2,2,1
54540010,3,3,3,4,4,3,3,4,4,4,3,4,5,2,2,2,2
54540136,2,5,2,5,4,3,3,4,2,4,4,3,4,3,4,4,1
54540243,4,4,2,3,5,4,3,4,2,5,1,3,3,2,1,3,2
54540270,6,4,4,4,4,2,5,4,1,5,4,4,4,4,4,4,2
54540466,2,4,2,4,4,2,4,5,3,4,4,4,2,4,6,2,3
54540663,1,1,5,5,4,1,1,5,3,1,2,4,1,5,5,5,3
54540714,6,4,4,4,4,2,4,3,2,4,4,3,2,3,2,3,1
54540811,3,4,4,4,2,2,2,3,3,3,4,1,3,2,1,5,4
54540917,5,6,5,2,2,2,6,5,2,5,3,4,2,1,6,4,2
54540918,4,5,5,1,4,2,3,3,3,4,3,3,2,3,2,4,4
54540965,4,5,4,1,3,1,4,5,3,4,4,4,4,5,1,4,1
54541019,5,5,6,5,6,3,1,4,5,5,5,5,5,1,5,5,6
54541020,6,6,6,2,4,2,5,5,5,5,5,5,5,1,1,6,1
54541039,2,5,4,2,2,2,4,5,3,4,4,4,3,4,3,4,4
54541041,3,3,2,5,5,1,3,5,4,3,4,4,3,2,4,3,3
56080065,3,4,4,2,5,1,4,5,4,5,4,4,2,5,4,5,2
56080316,2,5,4,4,3,2,4,4,2,4,3,2,2,6,6,3,2
56080828,3,1,2,6,4,4,5,5,2,5,4,6,3,3,2,2,2
56080897,4,5,2,5,5,4,4,5,4,5,5,5,5,2,1,4,1
70130149,4,5,4,3,4,3,4,3,2,4,3,3,4,4,4,5,2
70130293,3,4,3,2,4,2,4,4,4,4,4,4,2,4,6,3,4
70130294,1,5,3,2,2,1,3,4,2,3,4,4,4,4,3,4,2
70130388,3,5,4,2,3,2,4,4,2,4,5,1,1,5,5,5,1
70130402,4,4,5,3,4,5,4,4,3,4,3,3,4,3,2,4,2
70130414,3,5,4,4,4,4,4,5,2,5,5,3,4,4,2,4,2
70130662,6,3,6,4,4,2,2,5,4,2,5,6,2,3,6,3,6
70130778,3,4,3,2,4,2,4,5,4,4,4,4,2,4,3,4,2
70130805,5,5,5,5,5,3,4,5,2,5,1,3,5,5,5,5,5
70130868,3,6,6,5,4,3,4,6,6,6,4,4,3,5,4,4,3
70130951,1,5,1,1,5,3,4,5,4,3,2,2,2,3,2,2,1
70131013,2,5,1,5,5,1,1,4,2,4,4,2,3,2,1,4,1
70131064,3,4,3,3,4,3,4,4,2,4,4,3,4,4,4,4,4
70140103,3,5,4,2,4,2,3,2,2,4,5,4,2,3,4,4,4
70140136,5,4,1,5,5,3,4,6,1,5,3,1,1,5,5,5,4
70140141,4,5,4,2,3,2,4,4,2,5,2,3,1,3,4,5,1
70140142,5,5,2,5,5,1,5,4,2,4,1,4,1,5,5,5,4
70140237,3,3,3,3,3,3,3,3,2,5,5,5,3,3,3,4,4
70140247,4,4,3,3,4,3,4,4,4,5,4,4,4,4,4,4,3
70740007,4,4,4,4,4,1,5,4,3,4,3,4,4,4,4,4,3
70740127,1,5,4,2,2,1,3,5,5,5,5,5,1,2,4,1,1
70740128,2,4,4,4,4,2,3,5,4,4,4,4,2,3,3,1,1
70740134,3,4,4,4,4,3,4,5,4,4,4,3,4,4,2,6,3
70740171,4,6,4,6,1,1,5,3,2,4,1,4,2,4,2,5,4
70740186,6,1,6,3,4,3,6,4,3,5,5,6,3,3,6,6,6
70740215,3,4,4,4,5,2,3,4,4,3,4,4,3,3,3,4,4
70740257,3,5,4,2,4,1,4,5,2,5,1,1,4,3,2,2,4
70740266,4,4,5,2,4,2,4,4,4,5,2,2,1,4,5,4,1
70740299,3,4,4,2,2,2,4,4,2,5,2,2,1,5,5,2,3
